date	open	high	close	low	volume	price_change	p_change	ma5	ma10	ma20	v_ma5	v_ma10	v_ma20	turnover
2013/7/2	10.08	10.17	10.15	9.9	8341.76	0.16	1.6	9.924	10.263	10.738	13323.13	17469	15724.48	0.99
2013/7/3	10.17	10.19	10.11	9.93	9571.01	-0.04	-0.39	9.988	10.178	10.657	12108.9	17725.45	15107.05	1.14
2013/7/4	10.16	10.18	10.09	9.9	9969.43	-0.02	-0.2	10.068	10.089	10.578	10359.15	16714.88	14694.32	1.19
2013/7/5	10.09	10.13	10.07	9.99	7353.34	-0.02	-0.2	10.082	9.966	10.517	8664.27	14983.94	14300.69	0.88
2013/7/8	10.08	10.15	9.61	9.58	7841.01	-0.46	-4.57	10.006	9.91	10.437	8615.31	13336.28	13959.71	0.93
2013/7/9	9.73	9.76	9.73	9.55	4939.11	0.12	1.25	9.922	9.923	10.363	7934.78	10628.96	13606.46	0.59
2013/7/10	9.65	9.93	9.93	9.65	10727.54	0.2	2.06	9.886	9.937	10.302	8166.09	10137.49	13593.49	1.28
2013/7/11	9.97	10.29	10.16	9.85	15114.27	0.23	2.32	9.9	9.984	10.269	9195.05	9777.1	13659.66	1.8
2013/7/12	10.23	10.38	10.09	10.02	13021.31	-0.07	-0.69	9.904	9.993	10.231	10328.65	9496.46	13787.17	1.55
2013/7/15	10.07	10.38	10.31	9.95	16561.02	0.22	2.18	10.044	10.025	10.188	12072.65	10343.98	13960.43	1.97
2013/7/16	10.31	10.44	10.32	10.16	13402.27	0.01	0.1	10.162	10.042	10.153	13765.28	10850.03	14159.52	1.6
2013/7/17	10.2	10.84	10.58	10.2	20812.57	0.26	2.52	10.292	10.089	10.134	15782.29	11974.19	14849.82	2.48
2013/7/18	10.49	10.66	10.5	10.3	9000.58	-0.08	-0.76	10.36	10.13	10.11	14559.55	11877.3	14296.09	1.07
2013/7/19	10.6	10.68	10.21	10.21	9807.38	-0.29	-2.76	10.384	10.144	10.055	13916.76	12122.71	13553.32	1.17
2013/7/22	10.21	10.3	10.12	10	11731.26	-0.09	-0.88	10.346	10.195	10.053	12950.81	12511.73	12924.01	1.4
2013/7/23	10.12	10.45	10.38	10.12	10864.8	0.26	2.57	10.358	10.26	10.092	12443.32	13104.3	11866.63	1.3
2013/7/24	10.38	10.69	10.67	10.31	15938.1	0.29	2.79	10.376	10.334	10.136	11468.42	13625.36	11881.42	1.9
2013/7/25	10.67	10.68	10.43	10.38	8627.61	-0.24	-2.25	10.362	10.361	10.173	11393.83	12976.69	11376.9	1.03
2013/7/26	10.37	10.49	10.3	10.2	6305.82	-0.13	-1.25	10.38	10.382	10.188	10693.52	12305.14	10900.8	0.75
2013/7/29	10.26	10.27	9.95	9.95	9738.82	-0.35	-3.4	10.346	10.346	10.186	10295.03	11622.92	10983.45	1.16
2013/7/30	10	10.16	10.06	9.88	7028.28	0.11	1.11	10.282	10.32	10.181	9527.73	10985.52	10917.78	0.84
2013/7/31	10.06	10.19	10.09	9.98	6634.49	0.03	0.3	10.166	10.271	10.18	7667	9567.71	10770.95	0.79
2013/8/1	10.08	10.33	10.3	10.08	9661.6	0.21	2.08	10.14	10.251	10.191	7873.8	9633.82	10755.56	1.15
2013/8/2	10.3	10.59	10.48	10.25	21372.31	0.18	1.75	10.176	10.278	10.211	10887.1	10790.31	11456.51	2.55
2013/8/5	10.45	10.68	10.6	10.37	15517.36	0.12	1.15	10.306	10.326	10.261	12042.81	11168.92	11840.32	1.85
2013/8/6	10.54	10.8	10.68	10.53	13974.86	0.08	0.76	10.43	10.356	10.308	13432.12	11479.93	12292.11	1.67
2013/8/7	10.68	11.08	10.9	10.45	27707.73	0.22	2.06	10.592	10.379	10.357	17646.77	12656.89	13141.12	3.3
2013/8/8	10.86	11.05	10.94	10.75	15891.19	0.04	0.37	10.72	10.43	10.396	18892.69	13383.25	13179.97	1.89
2013/8/9	10.95	12.03	11.69	10.92	63256.33	0.75	6.86	10.962	10.569	10.476	27269.49	19078.3	15691.72	7.54
2013/8/12	11.59	11.8	11.67	11.41	36689.02	-0.02	-0.17	11.176	10.741	10.544	31503.83	21773.32	16698.12	4.37
2013/8/13	11.62	11.72	11.6	11.48	12317.75	-0.07	-0.6	11.36	10.895	10.608	31172.4	22302.26	16643.89	1.47
2013/8/14	12.05	12.49	12.24	11.92	47955.67	0.64	5.52	11.628	11.11	10.691	35221.99	26434.38	18001.05	5.72
2013/8/15	12.8	13.46	13.46	12.8	50125.09	1.22	9.97	12.132	11.426	10.839	42068.77	30480.73	20057.27	5.98
2013/8/16	12.11	13.68	12.33	12.11	124027.3	-1.13	-8.39	12.26	11.611	10.945	54222.97	40746.23	25768.27	14.79
2013/8/19	12.04	12.35	12.35	11.61	62615.58	0.02	0.16	12.396	11.786	11.056	59408.28	45456.05	28312.49	7.47
2013/8/20	12.05	13.59	13.59	12.05	109713.43	1.24	10.04	12.794	12.077	11.217	78887.41	55029.91	33254.92	13.08
2013/8/21	13.3	14.32	13.89	13.14	101181.63	0.3	2.21	13.124	12.376	11.378	89532.61	62377.3	37517.09	12.06
2013/8/22	13.62	13.76	13.31	13.26	54658.65	-0.58	-4.18	13.094	12.613	11.522	90439.32	66254.05	39818.65	6.52
2013/8/23	13.31	14.19	13.87	13.1	81987.66	0.56	4.21	13.402	12.831	11.7	82031.39	68127.18	43602.74	9.77
2013/8/26	13.8	13.97	13.86	13.54	48435.11	-0.01	-0.07	13.704	13.05	11.896	79195.3	69301.79	45537.55	5.77
2013/8/27	13.71	13.72	13.55	13.25	44327.87	-0.31	-2.24	13.696	13.245	12.07	66118.18	72502.8	47402.53	5.28
2013/8/28	13.51	13.51	12.73	12.73	51381.41	-0.82	-6.05	13.464	13.294	12.202	56158.14	72845.37	49639.88	6.13
2013/8/29	12.81	12.98	12.93	12.58	31488.2	0.2	1.57	13.388	13.241	12.334	51524.05	70981.68	50731.21	3.75
2013/8/30	12.83	12.94	12.16	12.12	37814.52	-0.77	-5.96	13.046	13.224	12.418	42689.42	62360.41	51553.32	4.51
2013/9/2	12	12.37	12.27	12	18163.69	0.11	0.91	12.728	13.216	12.501	36635.14	57915.22	51685.63	2.17
2013/9/3	12.3	12.65	12.63	12.15	25766.97	0.36	2.93	12.544	13.12	12.599	32922.96	49520.57	52275.24	3.07
2013/9/4	12.6	12.65	12.4	12.4	19534.18	-0.23	-1.82	12.478	12.971	12.674	26553.51	41355.83	51866.56	2.33
2013/9/5	12.41	12.67	12.58	12.11	24894.21	0.18	1.45	12.408	12.898	12.756	25234.71	38379.38	52316.71	2.97
2013/9/6	12.5	12.57	12.5	12.3	19227.61	-0.08	-0.64	12.476	12.761	12.796	21517.33	32103.38	50115.28	2.29
2013/9/9	12.49	12.54	12.47	12.27	19378.02	-0.03	-0.24	12.516	12.622	12.836	21760.2	29197.67	49249.73	2.31
2013/9/10	12.47	13.19	13.1	12.41	53526.92	0.63	5.05	12.61	12.577	12.911	27312.19	30117.57	51310.19	6.38
2013/9/11	13.15	13.15	12.51	12.47	36411.81	-0.59	-4.5	12.632	12.555	12.925	30687.71	28620.61	50732.99	4.34
2013/9/12	12.37	12.44	12.02	12.01	29489.21	-0.49	-3.92	12.52	12.464	12.853	31606.71	28420.71	49701.2	3.52
2013/9/13	12.08	12.31	12.3	11.99	17933.71	0.28	2.33	12.48	12.478	12.851	31347.93	26432.63	44396.52	2.14
2013/9/16	12.27	12.3	12.18	12.1	14586.99	-0.12	-0.98	12.422	12.469	12.843	30389.73	26074.96	41995.09	1.74
2013/9/17	12.18	12.28	12.05	12.05	12509.75	-0.13	-1.07	12.212	12.411	12.766	22186.29	24749.24	37134.91	1.49
2013/9/18	12.05	12.27	12.24	12.04	10614.89	0.19	1.58	12.158	12.395	12.683	17026.91	23857.31	32606.57	1.27
2013/9/23	12.2	12.49	12.42	12.16	17874.62	0.18	1.47	12.238	12.379	12.639	14703.99	23155.35	30767.37	2.13
2013/9/24	12.43	12.46	12.24	12.1	16386.89	-0.18	-1.45	12.226	12.353	12.557	14394.63	22871.28	27487.33	1.95
2013/9/25	12.26	12.92	12.79	12.12	42654.09	0.55	4.49	12.348	12.385	12.504	20008.05	25198.89	27198.28	5.09
2013/9/26	12.55	12.79	12.3	12.3	21909.79	-0.49	-3.83	12.398	12.305	12.441	21888.06	22037.17	26077.37	2.61
2013/9/27	12.15	12.85	12.7	12.15	25249.94	0.4	3.25	12.49	12.324	12.44	24815.07	20920.99	24770.8	3.01
2013/9/30	12.66	12.89	12.73	12.52	18329.36	0.03	0.24	12.552	12.395	12.43	24906.01	19805	24112.86	2.19
2013/10/8	12.74	13	13	12.57	25418.26	0.27	2.12	12.704	12.465	12.472	26712.29	20553.46	23493.05	3.03
2013/10/9	12.98	13.12	12.99	12.84	25327.57	-0.01	-0.08	12.744	12.546	12.508	23246.98	21627.52	23851.24	3.02
2013/10/10	12.99	13.59	13.48	12.85	50173.08	0.49	3.77	12.98	12.689	12.55	28899.64	25393.85	25071.55	5.98
2013/10/11	13.36	13.45	13.34	13.17	28275.77	-0.14	-1.04	13.108	12.799	12.597	29504.81	27159.94	25508.62	3.37
2013/10/14	13.3	13.57	13.14	13.13	31660.11	-0.2	-1.5	13.19	12.871	12.625	32170.96	28538.49	25846.92	3.77
2013/10/15	13.19	13.3	13.2	13.07	22129.76	0.06	0.46	13.23	12.967	12.66	31513.26	29112.77	25992.03	2.64
2013/10/16	13.15	13.3	12.52	12.44	23845.05	-0.68	-5.15	13.136	12.94	12.663	31216.75	27231.87	26215.38	2.84
2013/10/17	12.52	12.74	12.49	12.45	14077.71	-0.03	-0.24	12.938	12.959	12.632	23997.68	26448.66	24242.92	1.68
2013/10/18	12.41	12.64	12.55	12.41	10433.35	0.06	0.48	12.78	12.944	12.634	20429.2	24967	22944	1.24
2013/10/21	12.56	12.85	12.85	12.47	18134.86	0.3	2.39	12.722	12.956	12.676	17724.15	24947.55	22376.28	2.16
2013/10/22	12.83	12.92	12.79	12.61	18148.39	-0.06	-0.47	12.64	12.935	12.7	16927.87	24220.56	22387.01	2.16
2013/10/23	12.7	13.24	13.1	12.68	36278.76	0.31	2.42	12.756	12.946	12.746	19414.61	25315.68	23471.6	4.33
2013/10/24	13.09	13.29	13.06	12.89	20858.45	-0.04	-0.3	12.87	12.904	12.797	20770.76	22384.22	23889.03	2.49
2013/10/25	13.05	13.1	12.64	12.45	18120.88	-0.42	-3.22	12.888	12.834	12.817	22308.27	21368.73	24264.33	2.16
2013/10/28	12.63	12.69	12.16	12.02	14447.45	-0.48	-3.8	12.75	12.736	12.804	21570.79	19647.47	24092.98	1.72
2013/10/29	12.27	12.39	11.46	11.04	16427.43	-0.7	-5.76	12.484	12.562	12.765	21226.59	19077.23	24095	1.96
2013/10/30	11.41	11.75	11.68	11.41	9997.19	0.22	1.92	12.2	12.478	12.709	15970.28	17692.45	22462.16	1.19
2013/10/31	11.68	11.75	11.67	11.43	8229.6	-0.01	-0.09	11.922	12.396	12.678	13444.51	17107.64	21778.15	0.98
2013/11/1	11.67	11.69	11.52	11.42	7546.36	-0.15	-1.28	11.698	12.293	12.619	11329.61	16818.94	20892.97	0.9
2013/11/4	11.52	11.62	11.53	11.48	6017.32	0.01	0.09	11.572	12.161	12.559	9643.58	15607.18	20277.37	0.72
2013/11/5	11.57	11.79	11.79	11.5	9390.6	0.26	2.25	11.638	12.061	12.498	8236.21	14731.4	19475.98	1.12
2013/11/6	11.75	12.21	12.18	11.67	19629.06	0.39	3.31	11.738	11.969	12.458	10162.59	13066.43	19191.06	2.34
2013/11/7	12.08	12.25	11.9	11.9	9016.61	-0.28	-2.3	11.784	11.853	12.379	10319.99	11882.25	17133.24	1.07
2013/11/8	11.78	11.98	11.82	11.72	4467.5	-0.08	-0.67	11.844	11.771	12.303	9704.22	10516.91	15942.82	0.53
2013/11/11	11.82	12.09	12.06	11.74	5956.23	0.24	2.03	11.95	11.761	12.249	9692	9667.79	14657.63	0.71
2013/11/12	12	12.18	12.08	11.94	8728.16	0.02	0.17	12.008	11.823	12.193	9559.51	8897.86	13987.55	1.04
2013/11/13	12.05	12.05	11.76	11.76	5693.69	-0.32	-2.65	11.924	11.831	12.155	6772.44	8467.51	13079.98	0.68
2013/11/14	11.71	12.12	11.96	11.68	9476.85	0.2	1.7	11.936	11.86	12.128	6864.49	8592.24	12849.94	1.13
2013/11/15	12	12.25	12.18	11.91	10921.57	0.22	1.84	12.008	11.926	12.11	8155.3	8929.76	12874.35	1.3
2013/11/18	12.19	12.32	12.28	12.08	15227.58	0.1	0.82	12.052	12.001	12.081	10009.57	9850.79	12728.98	1.82
2013/11/19	12.28	12.51	12.41	12.15	23058.33	0.13	1.06	12.118	12.063	12.062	12875.6	11217.56	12974.48	2.75
2013/11/20	12.41	12.5	12.4	12.3	11513.84	-0.01	-0.08	12.246	12.085	12.027	14039.63	10406.04	11736.24	1.37
2013/11/21	12.4	12.48	12.19	12.12	9509.53	-0.21	-1.69	12.292	12.114	11.984	14046.17	10455.33	11168.79	1.13
2013/11/22	12.19	12.39	12.16	12.1	9291.35	-0.03	-0.25	12.288	12.148	11.96	13720.13	10937.71	10727.31	1.11
2013/11/25	12.1	12.25	12.08	12.01	6726.75	-0.08	-0.66	12.248	12.15	11.956	12019.96	11014.77	10341.28	0.8
2013/11/26	11.91	12.19	12.17	11.91	10615.6	0.09	0.74	12.2	12.159	11.991	9531.41	11203.51	10050.69	1.27
2013/11/27	12.26	12.49	12.47	12.26	17474.96	0.3	2.46	12.214	12.23	12.031	10723.64	12381.64	10424.57	2.08
2013/11/28	12.48	12.52	12.39	12.36	10945.56	-0.08	-0.64	12.254	12.273	12.067	11010.84	12528.51	10560.37	1.3
2013/11/29	12.39	12.56	12.51	12.34	14215.87	0.12	0.97	12.324	12.306	12.116	11995.75	12857.94	10893.85	1.69
2013/12/2	12.01	12.03	11.26	11.26	29049.42	-1.25	-9.99	12.16	12.204	12.103	16460.28	14240.12	12045.45	3.46
2013/12/3	10.7	11.24	11.18	10.5	19607.68	-0.08	-0.71	11.962	12.081	12.072	18258.7	13895.06	12556.31	2.34
2013/12/4	11.18	11.37	11.31	11.11	13035.64	0.13	1.16	11.73	11.972	12.029	17370.83	14047.24	12226.64	1.55
2013/12/5	11.3	11.46	11.33	11.22	9325.68	0.02	0.18	11.518	11.886	12	17046.86	14028.85	12242.09	1.11
2013/12/6	11.35	11.45	11.35	11.3	5165.45	0.02	0.18	11.286	11.805	11.977	15236.77	13616.26	12276.99	0.62
2013/12/9	11.35	11.45	11.41	11.29	8159.26	0.06	0.53	11.316	11.738	11.944	11058.74	13759.51	12387.14	0.97
2013/12/10	11.4	11.74	11.57	11.32	11012.23	0.16	1.4	11.394	11.678	11.919	9339.65	13799.18	12501.34	1.31
2013/12/11	11.57	11.62	11.48	11.38	11820.71	-0.09	-0.78	11.428	11.579	11.905	9096.67	13233.75	12807.69	1.41
2013/12/12	11.47	11.64	11.56	11.4	7086.7	0.08	0.7	11.474	11.496	11.885	8648.87	12847.86	12688.19	0.84
2013/12/13	11.57	11.62	11.59	11.42	11898.3	0.03	0.26	11.522	11.404	11.855	9995.44	12616.11	12737.02	1.42
2013/12/16	11.58	11.58	11.28	11.28	7737.31	-0.31	-2.67	11.496	11.406	11.805	9911.05	10484.9	12362.51	0.92
2013/12/17	11.3	11.34	11.16	11.12	6908.98	-0.12	-1.06	11.414	11.404	11.743	9090.4	9215.03	11555.04	0.82
2013/12/18	11.46	11.46	11.3	11.23	5853.24	0.14	1.25	11.378	11.403	11.688	7896.91	8496.79	11272.01	0.7
2013/12/19	11.3	11.35	11.15	11.12	4097.54	-0.15	-1.33	11.296	11.385	11.636	7299.07	7973.97	11001.41	0.49
2013/12/20	11.18	11.34	11.33	11.03	8297.44	0.18	1.61	11.244	11.383	11.594	6578.9	8287.17	10951.72	0.99
2013/12/23	11.31	11.55	11.33	11.09	9665.85	0	0	11.254	11.375	11.557	6964.61	8437.83	11098.67	1.15
2013/12/24	11.3	11.45	11.42	11.22	6482.53	0.09	0.79	11.306	11.36	11.519	6879.32	7984.86	10892.02	0.77
2013/12/25	11.49	11.6	11.6	11.39	8906.32	0.18	1.58	11.366	11.372	11.476	7489.94	7693.42	10463.59	1.06
2013/12/26	11.59	11.59	11.21	11.1	6210.12	-0.39	-3.36	11.378	11.337	11.417	7912.45	7605.76	10226.81	0.74
2013/12/27	11.23	11.55	11.55	11.18	8409.71	0.34	3.03	11.422	11.333	11.369	7934.91	7256.9	9936.51	1
2013/12/30	11.55	11.65	11.58	11.45	6165.5	0.03	0.26	11.472	11.363	11.385	7234.84	7099.72	8792.31	0.74
2013/12/31	11.5	11.69	11.65	11.5	5427.9	0.07	0.6	11.518	11.412	11.408	7023.91	6951.62	8083.32	0.65
2014/1/2	11.64	11.87	11.81	11.45	9714.74	0.16	1.37	11.56	11.463	11.433	7185.59	7337.77	7917.28	1.16
2014/1/3	11.7	11.97	11.8	11.68	27798.42	-0.01	-0.09	11.678	11.528	11.457	11503.25	9707.85	8840.91	3.31
2014/1/6	11.77	12.8	12.3	11.73	70466.86	0.5	4.24	11.828	11.625	11.504	23914.68	15924.8	12105.98	8.4
2014/1/7	12	12.33	12.23	11.81	29094.5	-0.07	-0.57	11.958	11.715	11.545	28500.48	17867.66	13152.75	3.47
2014/1/8	12.2	12.47	12.23	12.02	18272.13	0	0	12.074	11.796	11.578	31069.33	19046.62	13515.74	2.18
2014/1/9	12.24	12.6	12.14	12.1	22516.46	-0.09	-0.74	12.14	11.85	11.611	33629.67	20407.63	14050.53	2.68
2014/1/10	12	12	11.32	11.3	19046.16	-0.82	-6.75	12.044	11.861	11.599	31879.22	21691.24	14648.5	2.27
2014/1/13	11.15	11.5	11.31	11.15	8210.2	-0.01	-0.09	11.846	11.837	11.585	19427.89	21671.29	14464.1	0.98
2014/1/14	11.31	11.5	11.45	11.27	10973.19	0.14	1.24	11.69	11.824	11.594	15803.63	22152.06	14625.89	1.31
2014/1/15	11.45	11.64	11.61	11.34	8029.89	0.16	1.4	11.566	11.82	11.616	13755.18	22412.25	14681.93	0.96
2014/1/16	11.61	11.67	11.5	11.41	8364.69	-0.11	-0.95	11.438	11.789	11.626	10924.83	22277.25	14807.51	1
2014/1/17	11.48	11.67	11.56	11.42	7192.47	0.06	0.52	11.486	11.765	11.647	8554.09	20216.66	14962.25	0.86
2014/1/20	11.56	11.89	11.7	11.53	10564.38	0.14	1.21	11.564	11.705	11.665	9024.92	14226.41	15075.6	1.26
2014/1/21	11.7	11.88	11.76	11.7	8221.87	0.06	0.51	11.626	11.658	11.687	8474.66	12139.14	15003.4	0.98
2014/1/22	11.68	11.97	11.92	11.65	18720.58	0.16	1.36	11.688	11.627	11.712	10612.8	12183.99	15615.3	2.23
2014/1/23	11.92	11.97	11.97	11.81	10067.41	0.05	0.42	11.782	11.61	11.73	10953.34	10939.08	15673.36	1.2
2014/1/24	12	12.28	12.18	11.91	13384.58	0.21	1.75	11.906	11.696	11.779	12191.76	10372.93	16032.08	1.6
2014/1/27	12.18	12.46	12.3	12.07	14433.34	0.12	0.98	12.026	11.795	11.816	12965.56	10995.24	16333.26	1.72
2014/1/28	12.18	12.45	12.25	12.13	7345.6	-0.05	-0.41	12.124	11.875	11.85	12790.3	10632.48	16392.27	0.88
2014/1/29	12.3	12.3	12.28	12	8438.31	0.03	0.24	12.196	11.942	11.881	10733.85	10673.32	16542.79	1.01
2014/1/30	12.23	12.42	12.3	12.18	6871.25	0.02	0.16	12.262	12.022	11.906	10094.62	10523.98	16400.61	0.82
2014/2/7	12.38	12.38	12.36	12.16	9070.11	0.06	0.49	12.298	12.102	11.934	9231.72	10711.74	15464.2	1.08
2014/2/10	12.37	12.75	12.6	12.35	16414.33	0.24	1.94	12.358	12.192	11.949	9627.92	11296.74	12761.57	1.96
2014/2/11	12.6	12.68	12.56	12.5	15486.94	-0.04	-0.32	12.42	12.272	11.965	11256.19	12023.25	12081.19	1.85
2014/2/12	12.56	13.05	12.93	12.5	25075.18	0.37	2.95	12.55	12.373	12	14583.56	12658.71	12421.35	2.99
2014/2/13	12.86	13.5	13.2	12.73	35123.77	0.27	2.09	12.73	12.496	12.053	20234.07	15164.34	13051.71	4.19
2014/2/21	14	14	13.07	12.65	64526.35	-0.13	-0.98	12.872	12.585	12.141	31325.31	20278.52	15325.72	7.69
2014/2/24	12.81	13.5	13.3	12.7	37789.01	0.23	1.76	13.012	12.685	12.24	35600.25	22614.09	16804.66	4.51
2014/2/25	13.4	14.63	14.63	13.37	134406.75	1.33	10	13.426	12.923	12.399	59384.21	35320.2	22976.34	16.02
2014/2/26	14.5	15.31	15.28	13.9	123009.53	0.65	4.44	13.896	13.223	12.583	78971.08	46777.32	28725.32	14.67
2014/2/27	15.18	15.28	14.5	14.4	76419.47	-0.78	-5.11	14.156	13.443	12.733	87230.22	53732.14	32128.06	9.11
2014/2/28	14.35	14.59	14.1	13.75	43666.56	-0.4	-2.76	14.362	13.617	12.86	83058.26	57191.79	33951.77	5.21
2014/3/3	14.15	14.5	14.48	13.86	41096.68	0.38	2.69	14.598	13.805	12.999	83719.8	59660.02	35478.38	4.9
2014/3/4	14.4	14.4	14.03	13.9	33881.16	-0.45	-3.11	14.478	13.952	13.112	63614.68	61499.45	36761.35	4.04
2014/3/5	13.92	14.09	13.92	13.7	23248.42	-0.11	-0.78	14.206	14.051	13.212	43662.46	61316.77	36987.74	2.77
2014/3/6	13.9	14.27	13.97	13.83	22523.08	0.05	0.36	14.1	14.128	13.312	32883.18	60056.7	37610.52	2.69
2014/3/7	13.9	14.07	14.01	13.87	20320.38	0.04	0.29	14.082	14.222	13.404	28213.94	55636.1	37957.31	2.42
2014/3/10	13.99	13.99	12.96	12.92	36572.29	-1.05	-7.5	13.778	14.188	13.437	27309.07	55514.43	39064.26	4.36
2014/3/11	13	13.15	12.68	12.51	26113.13	-0.28	-2.16	13.508	13.993	13.458	25755.46	44685.07	40002.64	3.11
2014/3/12	12.65	13.06	12.8	12.55	22415.12	0.12	0.95	13.284	13.745	13.484	25588.8	34625.63	40701.48	2.67
2014/3/13	12.8	13.05	12.98	12.62	15251.08	0.18	1.41	13.086	13.593	13.518	24134.4	28508.79	41120.47	1.82
2014/3/14	12.71	12.9	12.66	12.5	23390.51	-0.32	-2.46	12.816	13.449	13.533	24748.43	26481.19	41836.49	2.79
2014/3/17	12.73	13.15	13.08	12.6	20610.57	0.42	3.32	12.84	13.309	13.557	21556.08	24432.57	42046.3	2.46
2014/3/18	13.09	13.18	12.98	12.92	17716.15	-0.1	-0.77	12.9	13.204	13.578	19876.69	22816.07	42157.76	2.11
2014/3/19	12.99	13.18	12.85	12.72	14412.87	-0.13	-1	12.91	13.097	13.574	18276.24	21932.52	41624.64	1.72
2014/3/20	12.85	12.98	12.63	12.62	12313.9	-0.22	-1.71	12.84	12.963	13.546	17688.8	20911.6	40484.15	1.47
2014/3/21	12.63	12.92	12.85	12.42	12775.33	0.22	1.74	12.878	12.847	13.535	15565.76	20157.1	37896.6	1.52
2014/3/24	12.8	13.03	12.96	12.8	17177.31	0.11	0.86	12.854	12.847	13.518	14879.11	18217.6	36866.01	2.05
2014/3/25	12.96	13.14	12.92	12.85	12794.92	-0.04	-0.31	12.842	12.871	13.432	13894.87	16885.78	30785.42	1.53
2014/3/26	12.93	13.1	13.02	12.86	11042.65	0.1	0.77	12.876	12.893	13.319	13220.82	15748.53	25187.08	1.32
2014/3/27	13	13.35	13.34	12.99	25763.6	0.32	2.46	13.018	12.929	13.261	15910.76	16799.78	22654.29	3.07
2014/3/28	13.32	13.33	13.01	12.7	16675.53	-0.33	-2.47	13.05	12.964	13.207	16690.8	16128.28	21304.73	1.99
2014/3/31	13	13.15	12.77	12.59	9570.83	-0.24	-1.84	13.012	12.933	13.121	15169.51	15024.31	19728.44	1.14
2014/4/1	12.66	12.88	12.83	12.66	6315.63	0.06	0.47	12.994	12.918	13.061	13873.65	13884.26	18350.16	0.75
2014/4/2	12.83	12.9	12.75	12.67	5743.18	-0.08	-0.62	12.94	12.908	13.003	12813.75	13017.29	17474.9	0.68
2014/4/3	12.75	12.87	12.75	12.61	6873.48	0	0	12.822	12.92	12.942	9035.73	12473.25	16692.42	0.82
2014/4/4	12.75	12.86	12.85	12.7	7377.85	0.1	0.78	12.79	12.92	12.884	7176.19	11933.5	16045.3	0.88
2014/4/8	12.8	13.05	13.02	12.68	9517.35	0.17	1.32	12.84	12.926	12.887	7165.5	11167.5	14692.55	1.13
2014/4/9	13	13.31	13.31	12.96	18908.26	0.29	2.23	12.936	12.965	12.918	9684.02	11778.84	14332.31	2.25
2014/4/10	13.29	13.47	13.27	13.22	10726.47	-0.04	-0.3	13.04	12.99	12.942	10680.68	11747.22	13747.87	1.28
2014/4/11	13.27	13.59	13.48	13.1	12066.5	0.21	1.58	13.186	13.004	12.967	11719.29	10377.51	13588.64	1.44
2014/4/14	13.59	13.65	13.55	13.48	10528.22	0.07	0.52	13.326	13.058	13.011	12349.36	9762.78	12945.53	1.26
2014/4/15	13.48	13.54	13.07	13.05	18549.73	-0.48	-3.54	13.336	13.088	13.011	14155.84	10660.67	12842.49	2.21
2014/4/16	13.05	13.31	13.2	13.05	8759.05	0.13	0.99	13.314	13.125	13.022	12125.99	10905.01	12394.63	1.04
2014/4/17	13.19	13.6	13.6	13.19	17297.86	0.4	3.03	13.38	13.21	13.059	13440.27	12060.48	12538.88	2.06
2014/4/18	13.51	13.61	13.57	13.46	8053.95	-0.03	-0.22	13.398	13.292	13.106	12637.76	12178.52	12325.88	0.96
2014/4/21	13.48	13.49	13.14	13.11	8584.1	-0.43	-3.17	13.316	13.321	13.121	12248.94	12299.15	12116.32	1.02
2014/4/22	13.13	13.27	13.11	13.04	11056.7	-0.03	-0.23	13.324	13.33	13.128	10750.33	12453.08	11810.29	1.32
2014/4/23	13.11	13.3	13.24	13.09	9768.74	0.13	0.99	13.332	13.323	13.144	10952.27	11539.13	11658.98	1.16
2014/4/24	13.24	13.33	13.33	13.08	9366.88	0.09	0.68	13.278	13.329	13.16	9366.07	11403.17	11575.2	1.12
2014/4/25	13.26	13.48	13.39	13.18	11720.26	0.06	0.45	13.242	13.32	13.162	10099.34	11368.55	10873.03	1.4
2014/4/28	13.39	13.47	12.48	12.06	17009.72	-0.91	-6.8	13.11	13.213	13.136	11784.46	12016.7	10889.74	2.03
2014/4/29	12.48	13.03	12.94	12.31	10661.62	0.46	3.69	13.076	13.2	13.144	11705.44	11227.89	10944.28	1.27
2014/4/30	12.94	13.97	13.46	12.9	18636.39	0.52	4.02	13.12	13.226	13.176	13478.97	12215.62	11560.32	2.22
2014/5/5	13.5	13.8	13.78	13.32	18258.38	0.32	2.38	13.21	13.244	13.227	15257.27	12311.67	12186.08	2.18
2014/5/6	13.82	14.8	13.94	13.78	41887.45	0.16	1.16	13.32	13.281	13.287	21290.71	15695.02	13936.77	4.99
2014/5/7	13.99	14.2	13.04	13.04	41558.18	-0.9	-6.46	13.432	13.271	13.296	26200.4	18992.43	15645.79	4.95
2014/5/8	12.89	13.05	12.91	12.68	44389	-0.13	-1	13.426	13.251	13.291	32945.88	22325.66	17389.37	5.29
2014/5/9	12.86	12.86	12.5	12.35	29567.1	-0.41	-3.18	13.234	13.177	13.25	35132.02	24305.5	17922.31	3.53
2014/5/12	12.68	13.72	13.03	12.53	31311.88	0.51	4.07	13.084	13.147	13.238	37742.72	26500	18951.59	3.73
2014/5/13	12.88	13.08	12.9	12.8	14730.68	-0.13	-1	12.876	13.098	13.209	32311.37	26801.04	19084.79	1.76
2014/5/14	12.9	12.97	12.73	12.7	11240.7	-0.17	-1.32	12.814	13.123	13.168	26247.87	26224.14	19120.42	1.34
